,tweet,label
3772,چون گفته بودم دريا دوس دارم برا يه ديت ساده بردتم تا شمال لب اب،حالا روم نميشه بگم جوابم منفيه 😂,1
3773,اینقدری که من با شیکمم دشمنم، اونم با من خصومت داشت، تا الان صد دفعه رفته بود.,1
3774,‏کاش الان زن داشتم میرفتم براش حکم عدم تمکین میگرفتم اونم در عوض میرفت مهریه‌شو میذاشت اجرا بعد من میگفتم حالا که اینجوری شد ریدم رو کله کچل پدرِ پدرسگت اونم قهر میکرد میرفت خونه باباش که من بتونم راحت از تو بطری تو یخچال آب بخورم,1
3775,باید 12 سال برم مدرسه، 4 سال برم دانشگاه، 2 سال برم سربازی، 10 سال باید کار کنم تا بتونم زن بگیرم و بچه دار بشم، در صورتی که یه میمون الان با زن و بچه هاش نشسته بالای درخت داره موز میخوره! ما هرچی میکشیم از این تکامله...,1
3776,🔴 رئیس مرکز سنجش کیفیت آموزشی: فردا امتحانات نهایی پایه دوازدهم در همه مناطق کشور برگزار می‌شود. همچنین طبق اعلام استاندار تهران بانک ها فردا تعطیل نیستند,0
3777,فکت از آزمایشگاه شیمی:😂 پسرا: ۱۰ دقیقه آزمایش با راندمان ۹۹ درصد، ۵۰ دقیقه مسخره بازی و تلاش برای ساخت کریستال دخترا: ۵۰ دقیقه آزمایش با دقت برای راندمان ۱۰۰ و در آخر خراب شدن آزمایش بدون راندمان، ۱۰ دقیقه گله پیش استاد که پسرا حواسمون پرت کردن,1
3778,"‏به سه زبان زنده: لراحة قلبك لاتراقب شيئاً لم يعد لك برای راحتی و آرامش قلبت، چیزی که دیگه مال تو نیست رو دنبال نکن! You wont go and check on the trash once you took it out,why would you keep taps on peple you threw out of your life?",0
3779,‏یکی از نشونه‌های نزدیک شدن به فروپاشی روانی اینه‌که غذای بی‌نمک رو راحت میخوری,1
3780,‏امروز مامانم داشت آماده میشد بره سر جلسه کنکور مراقب وایسه، بابام بیدار شد یه چند لحظه نگاهش کرد، گفت اگر مراقبم بودی تا دکترا می‌خوندم.(((((,0
3781,‏پیشرفته ترین و مجهز ترین کاوشگر دنیا نه آمریکایی هستش نه روسی نه چینی خاله عفتِ منه,1
3782,پدر یعنی عشق لطفا دانشگاه ها را بعد از عید حضوری نکنید🙏🏻,1
3783,جای سوختگی رو دستم بود به بابام نشون دادم گفتم این جای چیه؟ گفت بچه بودی چهارشنبه سوری رفتیم خونه عمه اینا از روی آتیش پریدی گفتم عجب! پس اونجا اینطوری شده!! گفت نه اومدیم خونه قاشق داغ گذاشتم روی دستت تا دیگه از این غلطا نکنی :/,1
3784,⚫ فردا عزای عمومی اعلام شد 🔹هیئت دولت به دلیل ریزش ساختمان متروپل آبادان و جانباختن تعدادی از هموطنان فردا را عزای عمومی اعلام کرد.,0
3785,۲ کیلو بودی به دنیا اومدی، سر سفره پدرت مثل گاو خوردی شدی ۸۲ کیلو، بهش نمیگی سفره دار. ۲ بار بردنت ۲تا ته پیک آب الکل با چیپس و ماست زدی استوری کردی داداشم سفره داره😂,1
3786,من قبلیم میگفت: -چون دوسش دارم کسی حق نداره نزدیکش بشه آخه اون مال منه! من جدیدم میگه: +چرا نگران آدمایی که نزدیکش میشن باشم؟ اگه قرار باشه اونارو به من ترجیح بده، آیا لازمه که تو زندگیم بمونه؟! خلاصه که زیاد رو حرفای الانتون حساب باز نکنید، چند سال دیگه بهشون میخندین,0
3787,بغل کردن خیلی عجیبه! دستتو می‌پیچی دور بدن یه موجود زنده و انگار که یه سرنگ پر از مورفین وارد پوست تنت شده؛ شناور میشی تو آرامش! و وقتی نسخ بغل کردنش میشی، جای خالی قلبش سمت راست قفسه سینه ات طوری درد میگیره که حاضری کل دنیاتو بدی تا فقط یک‌بار دیگه تو بغلت حسش کنی❤️,0
3788,یه چی بگو بهترین و بدترین خاطراتم با هم زنده شه [ - فردا چی داریم؟ + هیچی فقط تمرینا صفحه ۳۵ تا ۴۷ ریاضی رو میبینه، علومم شاید بپرسه :)) ],0
3789,🔴فرماندار آبادان: تعداد جانباختگان حادثه متروپل آبادان به ٢۴ نفر رسید.,0
3790,‏تو مغازه بودم یه خانومه‌ای اومد زد رو شونه‌م، یه برگه نشونم داد فکر کردم آدرسه، نگاه کردم روش نوشته بود «من ناشنوا هستم و سه فرزند یتیم دارم لطفا کمک کنید» یه ده تومنی بهش دادم، گفت «مرسی» و رفت.,1
3791,بارها دیده‌ام به یکی غلط هکسره رو گوشزد می‌کنی بعد طرف شاکی می‌شه که ایراد پیش‌پاافتاده می‌گیری و به مغز کلام بی‌توجهی؛ در حالی‌که مغز کلام اینه که نادانی.,0
3792,🔴 لغو قرعه‌کشی خودرو تا اطلاع ثانوی افشای نامه مهم در وزارت صمت 🔹طی نامه‌نگاری بین دو معاون وزیر صمت مشخص شد، سامانه یکپارچه تخصیص خودرو که ۲۷ اردیبهشت اولین قرعه‌کشی بر اساس آن انجام گردید، اصلا تایید فنی و امنیتی نداشته است.,1
3793,نمیدونم معیار انتخاب داورها و نظر دادنشون تو همه زمینه ها چیه ولی کاش کمی شعور داشته باشند که همه ایران تهران نیست و تمام زبان و لهجه های ایرانی شیرینه و نیاز نیست همه لهجه ها تهرانی بشن! و کمی هم اطلاعات داشته باشند که هنرمندی مثل علیرضا افتخاری هنوز لهجه اصفهانیشو داره و در بالاترین جایگاه هم خواننده اس و مشکلی هم پیش نیومده‌!,0
3794,‏اون زمانی که اپل‌واچ داشتم فقط یه کاربرد واسم داشت و اونم این بود که وقتی زیاد توالت میموندم یه پیام میداد خیلی وقته نشستی,1
3795,"١٠-١٢ سال ديگه كه موفق شم ليسانسمو بگيرم ميخوام يه كتاب بنويسم به اسم ""صد ترم مشروطي"" تجربه هامو در اختيار بقيه قرار بدم",1
3796,تو اکثر رابطه ها بعد از یکی دو ماه یا نت قطه یا وی پی ان مشکل داره,1
3797,بازی استقلال-پیکان به تعویق می‌افتد؟ کرونا به اردوی استقلال زد مدیر رسانه‌ای باشگاه استقلال: 🔹 نتیجه تست کرونای تعداد زیادی از بازیکنان و اعضای کادر تیم فوتبال استقلال مثبت است. 🔹 نشست خبری فرهاد مجیدی در پیش از بازی با پیکان به دلیل شرایط ویژه رخ داده، برگزار نخواهد شد.,0
3798,‏خوبی کرونا این بود که خیلیا فهمیدن اون ماسک بود نه ماکس، کاش واسه فلاکس هم کاری کنن...,1
3799,‏یه دوره ای بود جوش که میزدن چسب زخم به اندازه یک مربع کوچیک قیچی میکردن میزدن رو جوشه…حتی حس سکسی بودن هم میگرفتن. خواستن بگم خداروشکر اون دوره تموم شد,1
3800,کاربرد گه در زبان فارسی : گه نخور : اجازه بدهید اول بنده صحبت كنم گه بخور : اول شما صحبت كنید گه خوردی : با نظر شما مخالفم گه مفت نخور : لطفا اظهار نظر نفرمایید گه : با شما هستم هیچ گهی نیستی : هنوز به تجربه كافی نرسیده اید چه گهی هستی : لطفا خودتان را معرفی كنید هر گهی میخوری بخور : تصمیم گیری با شماست تو گه خور منی؟ : این مساله به شما مربوط نیست,1
3801,‏متاسفانه من فکر میکنم برج ایفل اونقدر‌هام زیبا نیست. من از نزدیک دیدمش یعنی خوشگله‌ها، اما مطمئنا زیباترین جاذبه ی گردشگری ایتالیا نیست.,1
3802,‏بعد از کار تو معدن، مقابله کردن با رفتارهایی که تبدیل به عادت شدن سخت ترین کار دنیاست.,0
3803,لغو برگزاری کنگره بین‌المللی ریاضیدانان در روسیه 🔹بر اساس نامه اتحادیه بین‌المللی ریاضیات (IMU) به انجمن ریاضی ایران، این انجمن اعلام کرده است که کمیته اجرایی اتحادیه بین المللی ریاضیات تصمیم گرفته است کنگره بین‌المللی ریاضیدانان (ICM) را که پیش از این قرار بود در ژوئیه سال ۲۰۲۲ در سن‌پترزبورگ روسیه برگزار شود، به صورت مجازی برگزار کند,0
3804,‏باید استعفا داد! گاهی از رابطه‌ای که ارزشت حفظ نمیشه! گاهی از جمعی که آدماش هم‌مسیرت نیستن! گاهی از رشته‌ای که براش ساخته نشدی! گاهی از شغلی که قلبت براش نمیزنه! خوبیِ زندگی اینه هرجا که اشتباه بری میتونی استعفا بدی! گاهی باید استعفا بدی تا با حالِ بهتری به زندگی ادامه بدی!,0
3805,دلیل شنیده شدن صدای انفجار در استان‌های غربی هنوز مشخص نشده است محمود عباس زاده سخنگوی کمیسیون امنیت ملی مجلس درباره صدای انفجار در برخی استان‌های غربی کشور طی شب گذشته گفت: 🔹 تا بدین لحظه تماس‌هایی را با نهادهای ذی ربط داشتیم اما هنوز دلایل اصلی این موضوع مشخص نشده است.,1
3806,الان بهاره رهنما میاد میگه ببینید دوستان همونطور که شما به طرفدار میگید فن که همون خنک‌کننده‌ست، مخالفش میشه گرم‌کننده که همون هیتره، پس من درست گفتم.,1
3807,رئیس جمهور اوکراین از دسترس خارج شد! 🔹هم‌زمان با انتشار اخبار مبنی بر ورود نظامیان روسیه به کی‌یف، ولودیمیر زلنسکی، رئیس دولت اوکراین از دسترس خارج شده است. 🔹روسیا الیوم به نقل از نخست وزیر ایتالیا اعلام کرد که انتظار یک ساعت و نیمه او برای تماس با رئیس جمهور اوکراین بیهوده بوده است نتوانسته با او ارتباط برقرار کند.,0
3808,هر اشتباهی که تو زندگیت کردی ؛ به احتمال زیاد در اون لحظه بهترین کاری بوده که میتونستی انجامش بدی. هر انتخابی که تو زندگیت کردی؛ به احتمال زیاد بهترین تصمیمی بوده که میتونستی انتخابش کنی. هر راهی که تو زندگیت رفتی؛به احتمال زیاد بهترین راهی بوده که میتونستی ازش عبور کنی. و هر حسی که داشتی؛ به احتمال زیاد قوی ترین چیزی بوده که قلبت بهش باور داشته. پس لطفا حسرت هیچی رو تو گذشته نخور! تو اون لحظه بهترینِ خودت بودی.. همین!,0
3809,امروز توی جمع که داشتم صحبت می‌کردم یک‌نفر بهم گفت: «ببخشید وسط حرفت می‌پرم، تو واقعا خوشگلی واسه همین من همه‌ش دارم صورتت رو نگاه می‌کنم. معذب نشی یه‌وقت!» و با همین جمله به قدری خوشحالم کرد که برای این‌که انقدر انرژی بگیرم باید خودم ساعت‌ها وقت می‌ذاشتم و تلاش می‌کردم!,0
3810,فکر اینکه یه سریال بسازن تو اون شهره لرستانی نقش شوهر مریم امیرجلالی رو بازی کنه داره دیوونم میکنه:))),1
3811,♦️ستاره منچستر یونایتد تا اطلاع ثانوی از این تیم کنار گذاشته شد 🔸نامزد میسون گرینوود امروز در فضای مجازی با انتشار تصاویری مدعی شد که ستاره جوان منچستریونایتد، او را مورد ضرب و شتم و آزار و اذیت قرار داده است. 🔸این تصاویر به مانند بمب خبری در رسانه‌های انگلیسی ترکید و بسیاری معتقد هستند که عاقبت ناخوش‌آیندی در انتظار ستاره سه‌شیر خواهد بود. 🔸باشگاه منچستر یونایتد که ابتدا عنوان کرده بود باید در این باره تحقیقات صورت گیرد، در بیانیه ای اعلام کرد که این بازیکن از ترکیب شیاطین سرخ کنار گذاشته شده است و تا اطلاع ثانوی این تیم را همراهی نخواهد کرد.,0
3812,چه خوبه وقتی به یکی پول قرض میدیم بدون اینکه مجبور شیم داستان سرهم کنیم که نیازش داریم بهمون پس بده، من خودم امروز مجبور شدم به یکی بگم مامان بزرگم پا به ماهه پولمو پس بده,1
3813,فرمانده نیروی انتظامی: زورگیر اتوبان نیایش باید در همان‌محل اعدام شود 🔹اشتری، فرمانده انتظامی کل کشور گفت: در برخورد با اراذل و اوباش باید قاطع برخورد شود امثال افرادی که در اتوبان نیایش خفتگیری کردند باید در همان اتوبان اعدام شوند تا درس عبرتی برای باقی افراد شوند.,0
3814,‏یه دوستم که بازیگرِ تآتره یه باری بی‌مقدمه گفت رضا می‌دونی غمگین‌ترین‌لحظه‌ی زندگیِ من کِی بوده؟ ـــ‌یه شب اجرامون فقط سه تا تماشاگر داشت. وسطِ اجرا یکی‌شونم رفت.,0
3815,مادرم هروقت دستشویی رو میشوره میگه: تازه شستم نرینید توش، مام میریم دست میکنیم تو چاه یه موز برمیداریم میایم بیرون.,1
3816,آرزو میکنم هیچ وقت غمهاتون برای کسی که دوسش دارین بی اهمیت نباشه، رنجی بالاتر از این نداریم.,0
3817,‏ایران بیوفته گروه b از الان باید آماده جنگ جهانی سوم شد,1
3818,جریان برفگیر شدن کامیون‌ها در گمرک سخنگوی گمرک: 🔹در مرز تمرچین پیرانشهر و کیله سردشت در آذربایجان غربی فعلا به دلیل مسدود بودن جاده‌های منتهی به مرز و سقوط بهمن تا پاکسازی و بازگشایی مسیر گمرک بسته است و امکان تبادل کالا در روز جاری وجود ندارد. 🔹بازارچه‌های مرزی شوشمی و شیخ‌صله در کرمانشاه نیز به دلیل بارش برف و قطعی برق فعلا بسته است.,0
3819,اگه الان چهار هزار سال پیش بود داشتیم اسب هارو زین میکردیم تا بریم شکار لوبیا پلو با سالاد شیرازی برای غذای شب,1
3820,♦️فرانسه خواستار اخراج روسیه از جام جهانی 2022 شد,0
3821,اینکه آدمارو بعد از اشتباهشون ببخشی، نشونه بزرگ بودنته. ولی اینکه بعد بخشیدنشون بهشون دوباره اعتماد کنی نشونه احمق بودنته.,0
3822,‏متاسفانه مغزم پایان امتحانات رو اعلام کرده ولی خود دانشگاه هنوز نه.,1
3823,برندگان جوایز بفتا ۲۰۲۲ معرفی شدند 🔹مراسم آکادمی فیلم بریتانیا ۲۰۲۲ معروف به بَفتا دیشب برگزیدگان خود را شناخت و «قدرت سگ» به کارگردانی «جین کمپیون» بهترین فیلم این مراسم شناخته شد. 🔹این فیلم به کارگردانی جین کمپیون با دریافت جایزه بهترین فیلم بفتا، حالا یکی از شانس‌های اصلی اسکار در بخش‌های بهترین فیلم و کارگردانی است. 🔹جوایز آکادمی فیلم بریتانیا که به اختصار جایزه بفتا نامیده می‌شود، جایزه‌ای است که هر سال به بهترین‌های سینما و تلویزیون در بریتانیا اهدا می‌شود.,0
3824,‏از راننده اجازه گرفتم سیگار بکشم شروع کرد به نصیحت و گفت معذرت می‌خوام شما همسرتون مشکلی ندارن با سیگار؟ گفتم خیر خودشونم می‌کشن. این اولین تجربه نزدیکم به همسرم بود.,1
3825,‏من خیلی به محبت احتیاج دارم گاهی وقتا فکر می‌کنم اگه بهم محبت نشه ممکنه دست به کارهای عجیبی برای جلب محبت بزنم امروز داشتم فکر می‌کردم الکی به همه بگم سرطان گرفتم و دکترا گفتن فقط 6 ماه زنده‌ای,0
3826,گل دوم رئال مادرید به بارسلونا توسط کریم بنزما رئال مادرید 2 - 1 بارسلونا,0
3827,سامانه‌های سرمایشی ادارات تهران از ساعت ۱۳ خاموش می شود 🔹مدیر عامل شرکت توزیع نیروی برق تهران بزرگ: به منظور کاهش ۳۰ درصدی مصرف برق پایتخت، ارگانها و نهادها سامانه های سرمایشی خود را از ساعت ۱۳ خاموش کنند.,0
3828,طلسم بازی‌های دوستانه شکست؛ ایران - الجزایر، ۲۲ خرداد در قطر 🔺 با اعلام مدیر ارتباطات فدراسیون فوتبال الجزایر، دیدار تدارکاتی این تیم برابر ایران در کشور قطر قطعی شده است و دو تیم روز ۲۲ خرداد به مصاف هم خواهند رفت.,0
3829,⚽️سود ۱۰۰۰ هزار میلیاردی زنوزی از برگرداندن تراکتورسازی به دولت! 🔹 با دستور وزیر صمت قرار شده شرکت ملی مس ایران، ۵۰۰ میلیارد تومان بابت خرید تیم تراکتور یه زنوزی مطلق مالک تیم بدهد و همچنین بدهی ۵۰۰ میلیاردی داخلی و خارجی این باشگاه را هم پرداخت کند. این یعنی بدهی‌هایی را هم که بر عهده مالک بود، بر دوش بیت‌المال افتاد. 🔹 باشگاه تراکتورسازی چند سال گذشته به بخش خصوصی واگذار شد و با ۵۰۰ میلیارد بدهی دوباره به دولت برگردانده شد.,0
3830,‏اگه درونگراها اجازه بدن ما برونگراها هم چار کلمه حرف بزنیم,1
3831,‏برای اینکه صبح قبل از زنگ موبایلت از خواب بیدار بشی دو تا چیز لازم داری. یا استرس، یا اشتیاق…,0
3832,"‏یعنی واقعاً این آپشن ""بزرگ میشی، یادت میره"" برای ما آدم‌بزرگا فعال نیست؟نامردیه که. 🙁🙁",0
3833,‏ما از کسی آزرده نمیشیم؛ ازخودمون ناراحتیم به خاطر اعتماد و باوری که به آدمای اشتباه داشتیم.,0
3834,این رستوران بابی ساندز هست سمت تجریش که نمیدونم چرا اسمش رو از روی کسی که در اثر اعتصاب غذا مرده انتخاب کردند؟ در همین راستا گویا یه استخر توی ملبورن استرالیا هم هست که اسمش هارولد هولته هارولد هولت همون نخست‌وزیر استرالیا بود که رفت دریا شنا کنه غرق شد چرا اینا اینجوری میکنند؟,1
3835,بعضی آدما یه‌ کاری میکنن که دیگه نمیتونی دوسشون داشته باشی،ولی همیشه دلت برای اون وقتایی که دوسشون داشتی تنگ میشه,0
3836,🔴مرگ صفر کرونا در ۵ استان / کاهش بستری‌ها در ۲۸ استان کشور 🔹در هفته ۱۱۶ همه‌گیری کووید ۱۹ در ایران، مرگ و میر ناشی از این بیماری در پنج استان کشور صفر بوده است و در ۲۸ استان نیز کاهش بیماران بستری گزارش شده است.,0
3837,اگه موقع کات کردن بهت گفت دعا میکنم یه گه گیرت بیاد، بهش بگو این دعای نفر قبلی بوده🤌🏻😂,1
3838,دستور معاون وزیر صمت: قیمت ها کاهش یابد، همین امشب! معاون وزیر صنعت، معدن و تجارت: 🔷هرگونه افزایش قیمت کالایی که امسال صورت گرفته است همین امشب اصلاح شود و به قیمت سال قبل برگردد.,1
3839,یکی از مشکلات این مملکت هم همینه به هر کی انتقاد کنی یه عده میگن چرا به اونا نگفتید... ولی میدونید وقتی قشرهای مرجع و الگو فرار مالیاتی کنن بقیه هم یاد میگیرن وقتی سلبریتی و پزشک مالیات نمیده بقال و ناخن کار هم یاد میگیره! هر قشری هم واسه این بی قانونیها استدلال میاره! پزشک از سلامتی مردم مایه میذاره و سلبریتی از خنداندن و سرگرم کردن مردم! ولی فرقی نمیکنه پای سلامت در میان باشه یا خنداندن یا قر و فر وقتی کارمند و کارگر با بالای پنج میلیون و ششصد باید مالیات بده، بقیه هم باید بدن اگه ندن عین دزدی از جیب مردمه!,0
3840,خبرگزاری دیلی میل: باشگاه منچستر یونایتد این امکان رو به وجود اورده که هوادارای این تیم پیرهن گرینوود رو به فروشگاه باشگاه پس بدن، و به جاش پیرهن یه بازیکن دیگه رو جایگزین بگیرن! 😐 نمیدونم چرا ولی فکر میکنم فوتبالشو باید تموم شده بدونیم!,0
3841,‏بچه همسایمون داشت توی کوچه از باباش خداحافظی میکرد، گفت بابایی خیلی دوست دارم. داشتم با خودم فک میکردم چقدر احساستیه که ادامه داد: داری میای برام چیپس خلالی، پسته، بستنی و آبمیوه بگیر =)),1
3842,میلتون اریکسون وقتی دوازده ساله بود دچار فلج اطفال شد. ده ماه بعد شنید که پزشکی به مادرش گفت: اریکسون صدای گریه مادرش را شنید فکر کرد شاید اگر شب را دوام بیاورم مادرم اینطور زجر نکشد. تصمیم گرفت تا سپیده دم صبح بعد نخوابد وقتی خورشید بالا آمد به طرف مادرش فریاد زد: من هنوز زنده ام! چنان شادی عظیمی درخانه در گرفت که تصمیم گرفت همیشه تمام تلاشش را بکند که یک شب دیگر درد و رنج خانواده اش را عقب بیندازد! اریکسون در سال ۱۹۹۰ در هفتاد و پنج سالگی در گذشت و از خود چندین کتاب مهم درباره ظرفیت عظیم انسان برای غلبه بر محدودیت هایش بجا گذاشت... تمام تلاشت رو در همین لحظه و همین امروز بکن ، مطمئن باش سالها بعد نتایج بزرگی میگیری,0
3843,‏کشور جالبی داریم. همه فقط هشدار میدن و ابراز نگرانی میکنن. در مورد گرونی در مورد خشک سالی در مورد پیر شدن جمعیت، همه فقط هشدار میدن و هیچکس هیچ کاری نمی‌کنه,0
3844,‏نمی‌دونم چرا هرکی از ایران میاد واسه ما سوغاتی نبات میاره. کسی به شما گفته ما اینجا اسهال داریم؟,1
3845,يكي از آشناها رفته چين، يه محصول سفارش داده توليد كنن. اونجا ازش پرسيدن چه ماركى بزنيم رو محصول؟ اينم زبان چينيش خوب نبوده فكر كرده اسم خودشو ازش پرسيدن. الان سه كانتينر جنس واسش اومده همه ش روش مارك خورده جعفر :))),1
3846,‏میدونم به خیلیا بر می‌خوره. ولی خداییش در شان یه پزشک متخصص نیست که پیج اینستا بزنه، تبلیغ کنه برای سفید کردن واژن !!☹️☹️ .... مسگریه مگه؟,1
3847,تو میوه فروشی گفتم این نارنگیا تخم دارن؟ گفت نه بدون هسته هستن :},1
3848,تیم های راه‌یافته به جام جهانی ۲۰۲۱: 🇶🇦قطر 🇮🇷ایران 🇩🇪آلمان 🇩🇰دانمارک 🇧🇷برزیل 🇧🇪بلژیک 🇫🇷فرانسه 🇭🇷کرواسی 🇪🇸اسپانیا 🇷🇸صربستان 🏴󠁧󠁢󠁥󠁮󠁧󠁿انگلیس 🇨🇭سوئیس,0
3849,واقعا چرا خانواده‌ای که تازه عزیزی رو از دست داده، باید درگیر غذا دادن و پذیرایی از یه عده آدم باشه که اکثرا هم شکمشون سیره و هم بود و نبود مرحوم براشون فرقی نداشته و نداره؟ این چه رسم مزخرفیه,0
3850,«از تو بعید است» یک مکانیزم بازدارنده است که در مواقعی به کار می‌رود که به فرد توهین یا ظلم شده و لگدکوب گردیده و با گفتن این جمله، قدرت دفاع از شخص گرفته می‌شود. هر جا بهتون گفتن از تو بعید است یعنی قرار است شما در مقابل تخریب خودتان سکوت کنید پ.ن: بعید بود حالا دیگه نیست,0
3851,🔻 رئیسی یارانه ۴۰۰ هزار تومانی و ۳۰۰ هزار تومانی را تایید کرد رئیس جمهور: سازمان برنامه پیشنهاد داده که برای سه دهک اول، نفری ۴۰۰ هزارتومان اختصاص داده شود؛ دهک های چهارم به بعد، ۳۰۰ هزار تومان دریافت خواهند کرد.,0
3852,روز اول ازدواجم از همسرم خواستم‌ وقتی خدا بهمون فرزند داد ، بهم حق حضانت بده بعد از به دنیا اومدن فرزندمون هر محضرخونه ای رفتیم گفت ما این کار را انجام نمیدیم ، بعد از کلی پرس و جو فهمیدیم فقط دو تا محضر خونه در کلان شهر اصفهان این کار را میکنن بعد از ثبت که وکالت نامه را خوندم ، حقوقی که پیدا کرده بودم این بود: ۱.ثبت نام بچه در مدرسه ۲.اجازه پیگیری برای درمان بیماری و مراجعه به پزشک بدون اذن پدر ۳.اجازه ثبت نام در کلاس های مافوق مدرسه و ... دو تاش شاید مهم بنظر میرسید، اجازه خروج فرزند از کشور ، اجازه ازدواج دادن به فرزند دختر یک خانم در این سیستم بیشتر از اینکه نیاز به روز داشته باشه، نیاز به حقوق اولیه به عنوان یه انسان آزاد ، به عنوان یه والد و ... داره آقایون کادو به همسرتون حقوق اولیه محضری بدید و برای دختراتون این حقوق را در قدم اول مطالبه کنید,0
3853,ولی من اگه گنجیشنک بودم با این قیمت مرغ و گوشت انقدر جیک جیک نمیکردم، آروم میرفتم میومدم کسی نبینتم.,1
3854,‏دیشب داشتم توی خواب کابوس میدیدم، وقتی بیدار شدم دیدم توی بیداری زندگیم افتضاح‌تره و نتیجه گرفتم که دیشب خواب خوبی دیدم,0
3855,"بچه بودم با مامانم قهر کرده بودم یدفعه داداشمو صدا زد گفت امیر بیا ناهار قرمه سبزی داریم همون که خیلی دوس داری,ولی میدونی طنز ماجرا کجا بود اونجا که داداشم اصلا قرمه سبزی دوس نداره :))))))))))",1
3856,هیچوقت خودت رو با بقیه مقایسه نکن چون همه از تو بهتر هستن,0
3857,حالم یه طوریه انگار صبح ماشین رو بردم کارواش بارون گرفته. شام سوپ داریمو دمپایی دستشویی وقتی با جوراب پام کردم فهمیدم که خیسه. دستمم با کاغذ بریده....,0
3858,داداشم تصادف کرده بود بابام که اومد بیمارستان بدو بدو اومد طرفم گفت حالش چطوره ؟ گفتم مژدگونی بده مامان و بچه هر دو سالمن هیچی دیگه یه جوری کتکم زد که اخر سر داداشم زودتر از خودم ترخیص شد!!,1
3859,زندگیمونم شده مثل عکسای اسنپ چتمون، به ظاهر پرفکت، از درون شخمی.,0
3860,رفیقم تعمیرکار لوازم خونگیه یه خانومی بهش زنگ زد واسه لباسشوییش، اینم گفت خانوم لباساتونو در بیارین من تا نیم ساعت دیگه خودمو میرسونم.,1
3861,‏وضعیت قیمت‌ها جوری شده که اگه یه شب بیرون شام بخوری بعدش باید زندگیتو از صفر شروع کنی,0
3862,‏نتایج نظرسنجی پای صندوق رای: ماکرون با ۵۸ درصد پیروز انتخابات فرانسه است 🔹شعب اخذ رای در فرانسه دقایقی پیش بسته و شمارش آرای دور دوم انتخابات ریاست جمهوری فرانسه آغاز شد. 🔹بر اساس نتایج نظرسنجی پای صندوق‌های رای، «امانوئل ماکرون» با ۵۸ درصد آرا پیروز انتخابات فرانسه است,0
3863,🔴<strong>واردات خودرو با تصویب دولت آزاد شد </strong>🔹وزیر صمت از تصویب کلیات واردات خودرو در هیئت دولت پیرو پیگیری‌های این وزارتخانه خبر داد و گفت: جزئیات و چگونگی آیین‌نامه واردات خودرو به‌زودی اعلام و اطلاع رسانی می‌شود. 🔹وی تصریح کرد: با توجه رفع موانع صادراتی و افزایش صادرات که به برطرف شدن مشکل تراز ارزی کشور کمک کرد، دیگر ضرورتی برای استمرار ممنوعیت واردات خودرو نبوده و خواستار آزادسازی واردات آن برای ایجاد بازار رقابتی در کشور شدیم؛ با برگزاری چندین جلسه در مراجع ذی‌ربط و هیئت دولت، آزاد شدن واردات خودرو را به‌دور از هیاهوهای رسانه‌ای به‌صورت جدی پیگیری کردیم.,0
3864,موارد آبله میمونی در طول یک هفته ۷۷ درصد افزایش یافت 🔹سازمان جهانی بهداشت تایید کرد که بیش از ۶ هزار مورد ابتلا به آبله میمونی در ۵۹ کشور از زمان شیوع این بیماری در ماه می پدیدار شده است.,0
3865,‏وقتي دوستام بهم ميگن تو دلت پاك برامون دعا كن ميخوام خودمو حق آويز كنم. اگر دعاي من اثر داشت كه الانه بايد ملكه انگلستان ميبودم.,1
3866,‏یه استکان چایی ریختم نشستم با چندتا دونه کشمش خوردم و الان حس میکنم باید نوه‌هامو نصیحت کنم و برم عینک ته استکانی‌مو بگیرم بذارم بالاسرم بخوابم. ;)))),1
3867,نون و پنیر آوردیم دخترتونو بردیم؟ نمیفهمم این مَثَل رو، یعنی چی خب؟ نون پنیر لقمه میکردن مثلا، بعد بابای عروسم میگف هولی فاکین شِت نون و پنیر!! دخترم دیگه دست گذاشتن رو نقطه ضعف ما، برو 😂,1
3868,شبا که چراغ خاموش میرم سر یخچال و درشو بازمیکنم و نور میزنه بیرون، حس ایندیانا جونز بهم دست میده که در صندوقچه رو باز میکنه و الماس نورانی توشه,1
3869,🔺️ شهر‌های شمالی هم درگیر پدیده گردوخاک می‌شوند 🔸سازمان هواشناسی کشور: امروز پدیده وسیعی از توده های گردوخاک از غرب و جنوب غرب وارد کشور شده و شهرهای مرکزی و حتی استان های شمالی کشور را در ساعات آینده درگیر خواهد کرد.,0
3870,اگه میتونستم به گذشته برگردم، برمیگشتم به صبح اون روزی که تورو دیدم و تا شب میخوابیدم ..,1
3871,‏میگفت از یه جایی به بعدم دیگه اشتباهات از روی آگاهیه. دقیقا میدونی داری اشتباه میکنی,0
3872,‏من منچ بازی میکنم نفس کم میارم شما چجوری صبح جمعه میرین کوه ؟!,1
3873,توی ذوق دیگران نزنیم، به هم ضدحال نزنیم. این‌طور همدیگر را آزار ندهیم. تاحالا هیچ موردی در تاریخ بشریت ثبت نشده که کسی گفته باشد: از بس خوب ضدحال میزنه و ذوقم رو کور میکنه عاشقش شدم! عاشقش موندم! هر بار که این کار را می‌کنیم آدم‌های دور و برمان یک‌قدم عقب می‌روند، یک‌قدم دورتر می‌شوند و اندک‌اندک آن‌قدر دور که با هم غریبه می‌شویم. آدم‌ها که دور شدند دیگر سر جای اول برنمی‌گردند. آدم‌ها کِش نیستند...,0
